city,locality,beds,locality_bed_market_rate
Mumbai,Naigaon East Vasai Link Road,2,25.0
Mumbai,Naigaon Palghar,1,15.0
Mumbai,Naigaon West,2,11.0
Mumbai,Nala Sopara,1,16.0
Mumbai,Nala Sopara,2,11.5
Mumbai,Nalasopara East,2,22.0
Mumbai,Nalasopara East,3,16.0
Mumbai,Nalasopara West,1,9.0
Mumbai,Nalasopara West,2,14.0
Mumbai,Napean Sea Road,4,200.0
Mumbai,Navagaon,1,50.0
Mumbai,Navghar Mulund East,3,73.0
Mumbai,Neelam Nagar,3,52.0
Mumbai,Nehru Nagar Airport Area,1,84.0
Mumbai,Nerul,3,41.0
Mumbai,New Golden Nest Road,2,32.0
Mumbai,Nityanand Nagar Ghatkopar West,3,124.0
Mumbai,Old Ferry Road,1,28.0
Mumbai,Orlem,2,67.0
Mumbai,Oshiwara,1,30.0
Mumbai,Oshiwara,2,82.5
Mumbai,Oshiwara,3,127.0
Mumbai,Padmavati Nagar Bhayandar West,2,36.0
Mumbai,Pali Hill,2,132.5
Mumbai,Pali Hill,3,179.0
Mumbai,Pali Naka,2,107.0
Mumbai,Pali Naka,4,250.0
Mumbai,Pant Nagar,1,87.0
Mumbai,Pant Nagar,2,99.0
Mumbai,Pant Nagar,3,29.0
Mumbai,Parekh Nagar Kandivali West,2,73.0
Mumbai,Parel,1,105.5
Mumbai,Parel,2,143.0
Mumbai,Parel,3,133.0
Mumbai,Parel Village,1,116.0
Mumbai,Park Road,3,151.0
Mumbai,Parshiwada,1,79.0
Mumbai,Pathanwadi,3,118.0
Mumbai,Pedder Road,1,108.0
Mumbai,Pedder Road,3,188.0
Mumbai,Perry Road,2,200.0
Mumbai,Perry Road,3,124.0
Mumbai,Pirojshanagar,4,143.0
Mumbai,Poonam Nagar Jogeshwari East,1,85.0
Mumbai,Poonam Nagar Jogeshwari East,2,61.0
Mumbai,Powai,1,96.5
Mumbai,Powai,2,102.0
Mumbai,Powai,3,97.0
Mumbai,Powai,4,134.0
Mumbai,Prabhadevi,1,115.5
Mumbai,Prabhadevi,2,141.0
Mumbai,Prabhadevi,3,175.0
Mumbai,Prabhadevi,4,225.5
Mumbai,Prabhadevi,5,246.0
Mumbai,Premier Residencies,2,80.0
Mumbai,Raheja Township,1,72.0
Mumbai,Raheja Vihar,2,99.0
Mumbai,Raje Sambhaji Nagar,1,80.0
Mumbai,Rajendra Nagar,3,86.5
Mumbai,Rajendra Nagar,4,137.0
Mumbai,Rajiv Gandhi Nagar Bhandup West,3,51.0
Mumbai,Rambaug Powai,3,139.0
Mumbai,Ramgad Nagar Mulund West,1,48.0
Mumbai,Riddhi Gardens,3,105.0
Mumbai,Royal Palms Estate,1,39.0
Mumbai,Royal Palms Estate,3,30.0
Mumbai,Saibaba Nagar Borivali West,2,54.0
Mumbai,Saint Thomas Church Road,1,12.0
Mumbai,Saki Naka,1,101.0
Mumbai,Saki Naka,2,78.0
Mumbai,Saki Naka,3,71.0
Mumbai,Samata Nagar Thakur Village,2,71.0
Mumbai,Sambhaji Nagar Mulund West,3,84.0
Mumbai,Sangharsh Nagar,1,37.0
Mumbai,Santacruz,2,119.0
Mumbai,Santacruz,3,239.0
Mumbai,Santacruz East,1,51.0
Mumbai,Santacruz East,2,72.5
Mumbai,Santacruz East,3,116.0
Mumbai,Santacruz East,4,130.0
Mumbai,Santacruz West,1,119.5
Mumbai,Santacruz West,2,86.5
Mumbai,Santacruz West,3,129.5
Mumbai,Santacruz West,4,196.0
Mumbai,Sayani Road,3,179.0
Mumbai,Sector 1 Charkop,1,27.0
Mumbai,Sector 2 Charkop,1,48.0
Mumbai,Sector 8 Charkop,1,63.0
Mumbai,Sector 8 Charkop,2,21.0
Mumbai,Sector 9 Charkop,1,61.0
Mumbai,Seven Bungalows,1,104.0
Mumbai,Seven Bungalows,2,130.0
Mumbai,Sewri,2,110.0
Mumbai,Sewri,3,121.5
Mumbai,Shanti Park,1,24.0
Mumbai,Shantivan,1,33.0
Mumbai,Shastri Nagar Andheri West,2,105.5
Mumbai,Shastri Nagar Mitha Nagar,1,83.0
Mumbai,Shell Colony,2,70.0
Mumbai,Shitladevi Chawl,3,114.0
Mumbai,Shiv Kutir,2,206.0
Mumbai,Shivaji Nagar - Aarey Milk Colony,1,40.0
Mumbai,Shivaji Park,2,144.0
Mumbai,Siddharth Nagar Goregaon West,3,84.0
Mumbai,Sindhi Colony Sion,5,80.0
Mumbai,Sion,1,75.0
Mumbai,Sion,2,87.0
Mumbai,Sion,3,95.5
Mumbai,Sion Chunabhatti,2,64.0
Mumbai,Sion Hospital Colony,1,55.0
Mumbai,Sion Hospital Colony,2,71.0
Mumbai,Subhash Nagar Bhandup West,1,67.0
Mumbai,Subhash Road,1,38.0
Mumbai,Sunder Nagar Malad West,3,74.0
Mumbai,Swastik Park,2,49.0
Mumbai,Tagore Nagar,2,56.0
Mumbai,Tardeo,1,67.0
Mumbai,Tardeo,2,79.0
Mumbai,Tarun Bharat Society,2,50.0
Mumbai,Teachers Colony,2,110.0
Mumbai,Teen Batti,2,167.0
Mumbai,Thakur Complex,1,61.0
Mumbai,Thakur Complex,2,71.0
Mumbai,Thakur Complex,3,35.0
Mumbai,Thakur Village,1,67.0
Mumbai,Thakur Village,2,81.0
Mumbai,Thakur Village,3,75.0
Mumbai,Thakur Village,4,102.0
Mumbai,Tilak Nagar Chembur,1,77.0
Mumbai,Tilak Nagar Chembur,2,88.0
Mumbai,Tilak Nagar Chembur,3,71.5
Mumbai,Tilak Nagar Goregaon West,2,67.0
Mumbai,Tilak Nagar Sewri,1,67.0
Mumbai,Tivri,2,30.0
Mumbai,Ulhasnagar,1,18.0
Mumbai,Union Park,3,107.5
Mumbai,Union Park,4,100.0
Mumbai,Unnat Nagar Goregaon West,1,71.0
Mumbai,Utkarsh Nagar,1,80.0
Mumbai,Vardhman Nagar,3,75.0
Mumbai,Vasai,1,50.0
Mumbai,Vasai,2,35.0
Mumbai,Vasai East,1,25.5
Mumbai,Vasai East,2,33.0
Mumbai,Vasai West,1,23.5
Mumbai,Vasai West,2,20.5
Mumbai,Vazira Naka Borivali West,2,34.0
Mumbai,Veera Desai Industrial Estate,3,106.0
Mumbai,Veera Desai Industrial Estate,4,97.0
Mumbai,Versova,2,94.0
Mumbai,Versova,3,123.0
Mumbai,Vikhroli East,1,71.0
Mumbai,Vikhroli East,2,63.0
Mumbai,Vikhroli East,3,135.0
Mumbai,Vikhroli East,4,149.0
Mumbai,Vikhroli Village,1,58.0
Mumbai,Vikhroli West,1,69.0
Mumbai,Vikhroli West,2,74.0
Mumbai,Vile Parle,1,183.0
Mumbai,Vile Parle East,1,100.0
Mumbai,Vile Parle East,2,103.0
Mumbai,Vile Parle East,3,110.0
Mumbai,Vile Parle East,4,107.0
Mumbai,Vile Parle West,1,115.0
Mumbai,Vile Parle West,2,95.0
Mumbai,Vile Parle West,3,89.0
Mumbai,Vile Parle West,4,125.0
Mumbai,Vile Parle West,5,200.0
Mumbai,Virar,1,14.0
Mumbai,Virar,2,14.0
Mumbai,Virar,3,30.0
Mumbai,Virar East,1,21.0
Mumbai,Virar East,2,19.0
Mumbai,Virar West,1,22.5
Mumbai,Virar West,2,19.0
Mumbai,Virar West,3,25.0
Mumbai,Wadala,1,107.0
Mumbai,Wadala,2,82.0
Mumbai,Wadala,3,137.5
Mumbai,Wadala,4,159.0
Mumbai,Wadala East,1,141.0
Mumbai,Wadala East,2,111.0
Mumbai,Wadala East,3,124.0
Mumbai,Wadala East,4,102.0
Mumbai,Wadala West,1,100.0
Mumbai,Wadala West,3,104.5
Mumbai,Walkeshwar,1,142.0
Mumbai,Western Express Highway,3,265.0
Mumbai,Worli,1,109.0
Mumbai,Worli,2,202.0
Mumbai,Worli,3,185.5
Mumbai,Worli,4,250.0
Mumbai,Worli,5,194.0
Mumbai,Worli Hill Road,1,123.0
Mumbai,Worli Naka,3,161.5
Mumbai,Worli Sea Face,3,194.0
Mumbai,Yamuna Nagar Andheri West,1,122.0
Mumbai,Yari Road,3,100.0
Mumbai,Yogi Nagar,2,55.0
Mumbai,Yogi Nagar,3,62.0
New Delhi,Aali Village,2,14.0
New Delhi,Abul Fazal Enclave Part 1,2,28.0
New Delhi,Acharya Niketan,2,30.38888888888889
New Delhi,Adarsh Nagar,1,22.5
New Delhi,Adarsh Nagar,2,85.0
New Delhi,Adarsh Nagar Bindapur Extension,3,21.0
New Delhi,Adchini,1,45.0
New Delhi,Adhyapak Nagar,2,17.0
New Delhi,Alaknanda,1,38.0
New Delhi,Alaknanda,2,37.0
New Delhi,Alaknanda,3,37.0
New Delhi,Alaknanda,4,68.0
New Delhi,Aliganj,2,32.0
New Delhi,Amar Colony,2,39.0
New Delhi,Ambedkar Colony Ambedkar Nagar,3,50.0
New Delhi,Amrit Nagar,2,28.0
New Delhi,Anand Gram,1,14.0
New Delhi,Anand Niketan,3,167.0
New Delhi,Anand Niketan,4,111.0
New Delhi,Anand Parbat,6,42.0
New Delhi,Anand Vihar,3,28.0
New Delhi,Anand Vihar,4,38.44444444444444
New Delhi,Anand Vihar Nangli Sakrawati,3,10.0
New Delhi,Ansari Nagar West,2,31.0
New Delhi,Arjan Garh,1,14.0
New Delhi,Arjan Garh,2,10.0
New Delhi,Arjun Park,2,14.0
New Delhi,Ashok Nagar,1,37.0
New Delhi,Ashok Nagar,2,27.0
New Delhi,Ashok Niketan,3,38.55555555555556
New Delhi,Ashok Vihar,2,20.0
New Delhi,Ashok Vihar,3,23.0
New Delhi,Ashok Vihar,4,22.22222222222222
New Delhi,Ashok Vihar Phase 1,2,39.0
New Delhi,Ashok Vihar Phase 1,4,125.0
New Delhi,Ashok Vihar Phase 2,2,21.0
New Delhi,Ashok Vihar Phase 2,3,27.0
New Delhi,Ashok Vihar Phase 3,1,43.0
New Delhi,Ashram,1,33.0
New Delhi,Ashram,2,157.33333333333331
New Delhi,Asola,2,14.0
New Delhi,Aya Nagar,1,18.0
New Delhi,Aya Nagar,2,16.0
New Delhi,Aya Nagar,3,21.0
New Delhi,Aya Nagar Phase 1,2,18.0
New Delhi,Azad Market,2,51.0
New Delhi,Azadpur,1,28.5
New Delhi,Azadpur,2,18.5
New Delhi,Baba Colony,3,132.0
New Delhi,Badarpur,1,25.0
New Delhi,Badarpur,2,9.0
New Delhi,Badarpur Extension,2,20.0
New Delhi,Badli,1,11.0
New Delhi,Baljit Nagar,1,18.0
New Delhi,Banarsi Das Estate,4,39.0
New Delhi,Baprola,1,11.0
New Delhi,Baprola,2,10.0
New Delhi,Basai Darapur,1,41.0
New Delhi,Basai Darapur,2,22.0
New Delhi,Bawana,1,9.0
New Delhi,Beadon Pura,1,36.0
New Delhi,Ber Sarai,3,16.0
New Delhi,Bhagat Vihar,1,7.0
New Delhi,Bhagwan Das Nagar,2,47.0
New Delhi,Bhagwati Garden Extension,2,22.0
New Delhi,Bhajanpura,1,13.0
New Delhi,Bhajanpura,2,14.0
New Delhi,Bhalswa,2,19.0
New Delhi,Bharat Nagar New Friends Colony,1,62.0
New Delhi,Bharat Vihar,2,18.0
New Delhi,Bhola Nath Nagar,2,25.0
New Delhi,Bijwasan,2,11.0
New Delhi,Bindapur,1,17.0
New Delhi,Bindapur,2,26.5
New Delhi,Bindapur,4,11.0
New Delhi,Bk Dutt Colony,2,25.0
New Delhi,Block 32 East Patel Nagar,2,28.0
New Delhi,Block 4 Subhash Nagar,2,27.0
New Delhi,Block A Mohan Garden,3,16.0
New Delhi,Block B Rajouri Garden,4,34.0
New Delhi,Block B Sewak Park,1,270.0
New Delhi,Block B Surajmal Vihar,4,42.0
New Delhi,Block B West Patel Nagar,2,34.0
New Delhi,Block B4 Safdarjung Enclave,1,70.0
New Delhi,Block BH Shalimar Bagh,2,27.0
New Delhi,Block BJ Shalimar Bagh,2,49.0
New Delhi,Block BP Shalimar Bagh,3,23.0
New Delhi,Block C Bhajanpura,2,12.0
New Delhi,Block C Dashrath Puri,3,22.22222222222222
New Delhi,Block F Karam Pura,1,50.0
New Delhi,Block F Palam Extension,1,32.0
New Delhi,Block ND Dakshini Pitampura,4,37.0
New Delhi,Block R Mohan Garden Razapur Khurd,1,29.0
New Delhi,Block T West Patel Nagar,2,55.0
New Delhi,Block W 22 South Sainik Farm,3,4.666666666666667
New Delhi,Block WZ Uttam Nagar,2,31.0
New Delhi,Budh Vihar,2,9.0
New Delhi,Budh Vihar Phase 2,1,14.0
New Delhi,Burari,1,11.5
New Delhi,Burari,2,14.5
New Delhi,Burari,3,10.5
New Delhi,C2 Block Janakpuri,3,24.38888888888889
New Delhi,Chanakya Place,3,11.0
New Delhi,Chandan Hola,1,22.0
New Delhi,Chandan Hola,2,21.5
New Delhi,Chandan Hola,3,22.5
New Delhi,Chander Vihar,2,13.0
New Delhi,Chandra Nagar,2,29.0
New Delhi,Chawri Bazar,2,188.0
New Delhi,Chhatarpur Extension,1,31.0
New Delhi,Chhatarpur Extension,2,40.0
New Delhi,Chhatarpur Extension,3,18.5
New Delhi,Chhattarpur,1,31.0
New Delhi,Chhattarpur,2,21.5
New Delhi,Chhattarpur,3,23.33333333333333
New Delhi,Chhattarpur,4,23.0
New Delhi,Chhattarpur Enclave Phase 1,1,12.0
New Delhi,Chhattarpur Enclave Phase 2,2,29.0
New Delhi,Chhattarpur Enclave Phase 2,3,30.0
New Delhi,Chhawla,1,29.0
New Delhi,Chirag Delhi,2,25.0
New Delhi,Chittaranjan Park,1,37.0
New Delhi,Chittaranjan Park,2,28.0
New Delhi,Chittaranjan Park,3,48.66666666666666
New Delhi,Chittaranjan Park,4,63.0
New Delhi,Chittaranjan Park Block A,2,38.0
New Delhi,Chittaranjan Park Block A,4,49.0
New Delhi,Chittaranjan Park Block C,2,43.0
New Delhi,Chokhandi,2,275.0
New Delhi,Co operative Group Housing Societies Pitampura,3,30.0
New Delhi,Commonwealth Games Village,3,46.0
New Delhi,Commonwealth Games Village,4,53.0
New Delhi,Connaught Place,4,83.0
New Delhi,D Block Saket,4,67.0
New Delhi,DDA,2,29.0
New Delhi,DDA,3,25.0
New Delhi,DLF Farms,4,143.0
New Delhi,Dabri,1,27.38888888888889
New Delhi,Dabri,2,11.0
New Delhi,Dabri Extension,3,21.0
New Delhi,Dakshini Pitampura,2,32.0
New Delhi,Dakshinpuri,1,108.5
New Delhi,Dakshinpuri,2,23.0
New Delhi,Daryaganj,3,27.0
New Delhi,Dasghara,1,22.0
New Delhi,Dashrath Puri,4,22.0
New Delhi,Daya Basti,1,20.0
New Delhi,Dayanand Colony,2,37.0
New Delhi,Defence Colony,1,71.5
New Delhi,Defence Colony,2,45.5
New Delhi,Defence Colony,3,100.0
New Delhi,Defence Colony,4,139.0
New Delhi,Dera Mandi,2,17.0
New Delhi,Devli,1,14.0
New Delhi,Dhaka Village,1,28.0
New Delhi,Dhirpur Village,3,13.0
New Delhi,Dilshad Garden,1,27.0
New Delhi,Dilshad Garden,2,17.0
New Delhi,Dilshad Garden,3,16.0
New Delhi,Durga Vihar,1,24.0
New Delhi,Durga Vihar,3,10.0
New Delhi,Dwarka,1,28.0
New Delhi,Dwarka,2,25.5
New Delhi,Dwarka,3,33.0
New Delhi,Dwarka,10,123.0
New Delhi,Dwarka Mor,1,21.0
New Delhi,Dwarka Mor,2,15.0
New Delhi,Dwarka Mor,3,23.0
New Delhi,Dwarka Mor,4,22.0
New Delhi,Dwarka Sector 19B,2,36.0
New Delhi,East Of Kailash,1,32.0
New Delhi,East Of Kailash,2,36.0
New Delhi,East Of Kailash,3,50.5
New Delhi,East of Kailash Block B,3,50.0
New Delhi,East of Kailash Block F,3,60.0
New Delhi,East of Kailash Block F,4,44.77777777777778
New Delhi,Freedom Fighter Colony,3,26.0
New Delhi,Freedom Fighters Enclave,2,28.0
New Delhi,Freedom Fighters Enclave,3,133.0
New Delhi,Friends Colony,2,67.0
New Delhi,Friends Colony,4,28.0
New Delhi,Friends Colony West,3,48.166666666666664
New Delhi,GK I,1,66.5
New Delhi,GK I,3,58.0
New Delhi,GK I,4,15.0
New Delhi,GK I,5,90.0
New Delhi,GK II,2,38.0
New Delhi,GK II,3,50.5
New Delhi,GK II,4,74.11111111111111
New Delhi,GK II,10,122.0
New Delhi,GTB Enclave,2,233.0
New Delhi,GTB Nagar,1,28.0
New Delhi,Gandhi Vihar,2,18.0
New Delhi,Ganesh Nagar,2,28.5
New Delhi,Ganesh Nagar,3,18.0
New Delhi,Ganga Vihar,1,17.0
New Delhi,Garhi,1,19.0
New Delhi,Gautam Nagar,1,51.0
New Delhi,Gautam Nagar,2,48.0
New Delhi,Geeta Colony,4,37.0
New Delhi,Geetanjali Enclave,1,53.0
New Delhi,Geetanjali Enclave,3,45.0
New Delhi,Ghazipur,1,17.0
New Delhi,Ghitorni,1,19.0
New Delhi,Ghitorni,2,15.0
New Delhi,Giri Nagar,1,29.0
New Delhi,Gokalpur East,1,15.0
New Delhi,Golf Course Road,2,45.0
New Delhi,Gopal Nagar Extension,3,24.0
New Delhi,Govindpuri,1,28.0
New Delhi,Govindpuri,2,37.0
New Delhi,Govindpuri,3,47.5
New Delhi,Goyla Dairy,2,120.0
New Delhi,Goyla Village,1,98.0
New Delhi,Greater Kailash,1,108.5
New Delhi,Greater Kailash,2,34.0
New Delhi,Greater Kailash,3,44.0
New Delhi,Greater Kailash,4,62.0
New Delhi,Greater Kailash 2 E Block,3,68.0
New Delhi,Greater Kailash 2 E Block,7,133.0
New Delhi,Greater Kailash 4 NRI Colony,4,59.0
New Delhi,Greater Kailash Enclave 1,3,50.0
New Delhi,Greater Kailash Enclave 1,10,210.0
New Delhi,Greater Kailash Enclave 2,4,46.0
New Delhi,Green Park,1,28.5
New Delhi,Green Park,2,44.5
New Delhi,Green Park,3,65.0
New Delhi,Green Park,4,54.0
New Delhi,Green Park Extension,2,46.0
New Delhi,Green Park Extension,4,57.11111111111112
New Delhi,Gujarat Vihar,4,23.333333333333336
New Delhi,Gujranwala Town,3,21.0
New Delhi,Gujranwala Town,4,21.0
New Delhi,Gulmohar Park,2,69.0
New Delhi,Gulmohar Park,4,90.0
New Delhi,Guru Arjun Nagar,2,34.0
New Delhi,Guru Harikishan Nagar,3,35.888888888888886
New Delhi,Haiderpur,1,21.0
New Delhi,Haiderpur,3,24.0
New Delhi,Haji Colony,2,13.0
New Delhi,Hardev Nagar,1,20.0
New Delhi,Hardev Nagar,3,19.0
New Delhi,Hari Enclave,2,24.0
New Delhi,Hari Nagar,1,20.0
New Delhi,Hari Nagar,2,26.0
New Delhi,Hari Nagar,3,29.666666666666668
New Delhi,Hari Nagar,4,19.0
New Delhi,Harsh Vihar Pitampura,3,30.0
New Delhi,Hastsal,1,15.0
New Delhi,Hastsal,2,12.0
New Delhi,Hauz Khas,1,88.0
New Delhi,Hauz Khas,2,26.0
New Delhi,Hauz Khas,3,60.0
New Delhi,Hauz Khas Enclave,3,53.333333333333336
New Delhi,Hauz Khas Enclave,4,89.0
New Delhi,Hauz Rani,1,30.0
New Delhi,Hemkunt Colony,3,100.0
New Delhi,IGNOU Main Road,2,24.0
New Delhi,IGNOU Main Road,3,20.0
New Delhi,IP Extension,2,29.0
New Delhi,IP Extension,3,26.5
New Delhi,IP Extension,4,28.5
New Delhi,Inderpuri,1,40.0
New Delhi,Inderpuri,4,46.0
New Delhi,Indira Vihar,1,36.0
New Delhi,Indira Vihar,2,34.0
New Delhi,Indra Enclave,2,32.0
New Delhi,Indra Park Extension,2,60.55555555555556
New Delhi,Indraprastha,2,32.0
New Delhi,Indraprastha,3,44.0
New Delhi,J Block Saket,2,57.0
New Delhi,J Block Saket,3,47.0
New Delhi,Jagat Puri Krishna Nagar,3,24.0
New Delhi,Jagatpuri,1,29.5
New Delhi,Jagriti Enclave,3,27.0
New Delhi,Jahangirpuri,1,13.0
New Delhi,Jaitpur Extension Part 2,3,107.0
New Delhi,Janak Park,1,25.333333333333336
New Delhi,Janakpuri,1,35.0
New Delhi,Janakpuri,2,27.0
New Delhi,Janakpuri,3,30.0
New Delhi,Janakpuri,4,35.0
New Delhi,Janakpuri Block A2,1,35.0
New Delhi,Janakpuri Block A2,3,29.0
New Delhi,Janakpuri Block B1,4,29.0
New Delhi,Janakpuri Block C2A,2,34.0
New Delhi,Jangpura,1,16.0
New Delhi,Jangpura,2,30.0
New Delhi,Jangpura,3,45.0
New Delhi,Jangpura A,2,43.0
New Delhi,Jangpura Extension,3,57.5
New Delhi,Jasola,3,30.5
New Delhi,Jasola Vihar,1,25.0
New Delhi,Jasola Vihar,4,25.0
New Delhi,Jaunapur,3,19.0
New Delhi,Jawahar Nagar,1,43.0
New Delhi,Jawahar Nagar,2,80.0
New Delhi,Jeevan Niketan,4,25.0
New Delhi,Jhandewalan,3,45.0
New Delhi,Jharoda Majra,1,16.0
New Delhi,Jhilmil Colony,1,19.5
New Delhi,Jhilmil Colony,2,28.5
New Delhi,Jhilmil Colony,3,8.0
New Delhi,Jivan Park Rani Bagh,2,17.5
New Delhi,Jivan Park Rani Bagh,4,26.666666666666668
New Delhi,Johripur,1,7.0
New Delhi,Johripur,2,14.0
New Delhi,Jonapur,2,12.0
New Delhi,Jorbagh Tri Nagar,3,104.0
New Delhi,Jyoti Nagar East,3,23.0
New Delhi,Kabir Nagar Vijay Park,1,22.0
New Delhi,Kabool Nagar,2,18.0
New Delhi,Kailash Colony,3,59.0
New Delhi,Kailash Colony,4,44.44444444444444
New Delhi,Kailashpuri,1,20.0
New Delhi,Kakrola,1,18.0
New Delhi,Kakrola,2,14.0
New Delhi,Kakrola,3,16.0
New Delhi,Kalkaji,1,30.0
New Delhi,Kalkaji,2,42.0
New Delhi,Kalkaji,3,45.0
New Delhi,Kalu Sarai,1,17.0
New Delhi,Kalu Sarai,2,34.0
New Delhi,Kalyan Vihar,3,34.333333333333336
New Delhi,Kamla Nagar,1,133.0
New Delhi,Kamla Nagar,2,24.0
New Delhi,Kamla Nagar,3,27.0
New Delhi,Kapashera,2,18.0
New Delhi,Kapashera,3,23.0
New Delhi,Kapashera Samalkha Road,1,48.0
New Delhi,Karala,1,11.0
New Delhi,Karawal Nagar,1,7.0
New Delhi,Karawal Nagar,4,11.0
New Delhi,Karol Bagh,1,47.0
New Delhi,Karol Bagh,2,41.0
New Delhi,Karol Bagh,3,48.0
New Delhi,Keshav Puram,2,28.0
New Delhi,Khajuri Khas,1,57.0
New Delhi,Khanpur,1,17.0
New Delhi,Khanpur,2,17.0
New Delhi,Khanpur,3,17.0
New Delhi,Khichripur,1,22.0
New Delhi,Khirki Extension,1,22.0
New Delhi,Kiran Garden,2,19.0
New Delhi,Kiran Vihar,3,35.0
New Delhi,Kirari Suleman Nagar,2,13.5
New Delhi,Kirti Nagar,2,30.0
New Delhi,Kirti Nagar,3,32.22222222222222
New Delhi,Kirti Nagar,5,59.0
New Delhi,Kishan Ganj,3,29.0
New Delhi,Kishangarh,3,30.0
New Delhi,Kishangarh Village,2,14.77777777777778
New Delhi,Kohat Enclave,1,12.0
New Delhi,Kondli,1,24.0
New Delhi,Kotla Mubarakpur,2,27.5
New Delhi,Krishna Nagar,2,25.0
New Delhi,Krishna Nagar,3,24.0
New Delhi,Krishna Nagar Karol Bagh,1,29.0
New Delhi,Krishna Nagar-Safdarjung Enclave,1,36.0
New Delhi,Krishna Nagar-Safdarjung Enclave,2,52.5
New Delhi,Kucha Pati Ram,3,13.0
New Delhi,Kundan Nagar,1,11.0
New Delhi,Lado Sarai,1,14.0
New Delhi,Lajpat Nagar,2,57.5
New Delhi,Lajpat Nagar,3,53.0
New Delhi,Lajpat Nagar 1,1,45.5
New Delhi,Lajpat Nagar 1,2,53.5
New Delhi,Lajpat Nagar 2,1,64.0
New Delhi,Lajpat Nagar 2,2,44.0
New Delhi,Lajpat Nagar 2,3,53.0
New Delhi,Lajpat Nagar 3,3,59.0
New Delhi,Lajpat Nagar 4,1,41.0
New Delhi,Lajwanti Garden,2,22.22222222222222
New Delhi,Laxmi Bai Nagar,1,56.0
New Delhi,Laxmi Nagar,1,23.0
New Delhi,Laxmi Nagar,2,23.0
New Delhi,Laxmi Nagar,3,22.0
New Delhi,Laxmi Nagar,4,20.0
New Delhi,Laxmi Vihar,2,12.0
New Delhi,Laxmi Vihar Nawada,1,30.0
New Delhi,Lok Nayak Puram,2,16.5
New Delhi,Lok Vihar,2,69.0
New Delhi,Madan Park,3,23.5
New Delhi,Madanpur Khadar Village,1,19.0
New Delhi,Madhu Vihar,1,19.0
New Delhi,Madhu Vihar,3,27.0
New Delhi,Madhu Vihar Patparganj,1,21.0
New Delhi,Madhu Vihar Patparganj,3,35.0
New Delhi,Maharani Bagh,3,47.0
New Delhi,Maharani Bagh,4,60.0
New Delhi,Mahaveer Nagar,1,11.0
New Delhi,Mahavir Enclave,1,24.0
New Delhi,Mahavir Enclave,2,20.0
New Delhi,Mahavir Enclave,3,23.5
New Delhi,Mahavir Enclave Part 1,1,22.0
New Delhi,Mahavir Enclave Part 1,2,17.5
New Delhi,Mahavir Enclave Part 1,3,23.0
New Delhi,Mahavir Enclave Part 2,3,21.33333333333333
New Delhi,Mahendra Park,3,130.0
New Delhi,Mahendru Enclave,2,26.0
New Delhi,Mahindra Park,2,12.0
New Delhi,Mahipalpur,1,35.0
New Delhi,Mahipalpur,2,13.0
New Delhi,Mahipalpur Village,1,44.0
New Delhi,Maidan Garhi,1,33.0
New Delhi,Maidan Garhi,3,14.444444444444445
New Delhi,Malka Ganj,1,33.333333333333336
New Delhi,Malka Ganj,2,32.5
New Delhi,Malka Ganj,3,39.0
New Delhi,Mall Road,1,104.0
New Delhi,Malviya Nagar,2,38.0
New Delhi,Mandakini Enclave,3,136.0
New Delhi,Mandawali,1,91.0
New Delhi,Mandawali,2,16.0
New Delhi,Mangolpur Kalan,2,22.0
New Delhi,Mangolpuri,1,13.0
New Delhi,Mangolpuri,2,18.0
New Delhi,Manohar Park,3,29.0
New Delhi,Mansa Ram Park,2,15.0
New Delhi,Mansarovar garden,1,38.0
New Delhi,Mansarovar garden,2,30.0
New Delhi,Masjid Moth,3,61.0
New Delhi,Masoodpur,1,76.0
New Delhi,Matiala,1,12.0
New Delhi,Matiala,2,20.5
New Delhi,Mayur Kunj,1,32.0
New Delhi,Mayur Vihar,2,32.5
New Delhi,Mayur Vihar,3,35.0
New Delhi,Mayur Vihar 1,1,21.0
New Delhi,Mayur Vihar 1,2,28.0
New Delhi,Mayur Vihar 1,3,39.5
New Delhi,Mayur Vihar Phase 1 Extension,1,33.0
New Delhi,Mayur Vihar Phase 1 Extension,3,39.0
New Delhi,Mayur Vihar Phase 2,2,56.0
New Delhi,Mayur Vihar Phase 3,1,15.0
New Delhi,Mayur Vihar Phase 3,2,20.0
New Delhi,Mehrauli,1,26.0
New Delhi,Mehrauli,2,28.0
New Delhi,Mehrauli,3,24.5
New Delhi,Mianwali Nagar,4,33.0
New Delhi,Mithapur,1,8.0
New Delhi,Mithapur Extension,2,10.0
New Delhi,Model Town,3,20.0
New Delhi,Model Town Phase 3,2,27.0
New Delhi,Model Town Phase 3,3,22.0
New Delhi,Mohammadpur Majri,1,6.0
New Delhi,Mohan Garden,1,17.0
New Delhi,Mohan Garden,2,18.5
New Delhi,Mohan Garden,3,17.0
New Delhi,Mohan Garden Uttam Nagar,2,17.0
New Delhi,Mohit Nagar,3,38.0
New Delhi,Molarband,2,9.0
New Delhi,Molarband Extension,1,11.0
New Delhi,Moti Bagh,2,9.0
New Delhi,Moti Nagar,1,50.0
New Delhi,Moti Nagar,3,39.0
New Delhi,Moti Nagar,4,80.0
New Delhi,Mukherjee Nagar,1,31.0
New Delhi,Mukherjee Nagar,2,103.0
New Delhi,Mukherjee Nagar,3,15.0
New Delhi,Mukherjee Nagar,4,42.0
New Delhi,Mukherjee Nagar Burari,1,28.0
